q_id,q_text,q_section,q_type,q_notes
p125,Usted considera que (Nombre de ALCALDE/ALCALDESA) toma la mayoría de sus decisiones (elegir una de las opciones mencionadas),gobierno,categorica,
p126,"En términos generales, ¿aprueba o desaprueba el trabajo que ha hecho Nombre de ALCALDE/ALCALDESA)?",gobierno,categorica,
p127,"Para usted, el gobierno de NOMBRE DE ALCALDE ha sido:",gobierno,categorica,
p128_1,Considera que Samuel García ¿Es un gobernante honesto?,gobierno,categorica,
p128_2,¿Es capaz de resolver los problemas del Estado?,gobierno,categorica,
p128_3,¿Cuenta con un equipo capacitado?,gobierno,categorica,
p128_4,¿Ha cumplido con sus promesas de campaña/compromisos?,gobierno,categorica,
p129,Usted considera que Samuel García toma la mayoría de sus decisiones (elegir una):,gobierno,categorica,
p130,"Para usted, el gobierno de Samuel García ha sido:",gobierno,categorica,
p131,Si Samuel García dejara la gubernatura de Nuevo León para participar como candidato en las elecciones presidenciales de 2024 usted estaría,gobierno,categorica,
p132,"Si respondió en desacuerdo, ¿por qué está en desacuerdo?:",gobierno,categorica,
p135,¿Cuánto considera que los ciudadanos pueden influir en las decisiones del gobierno del estado?,gobierno,categorica,
p136,¿Cuánto considera que los ciudadanos pueden influir en las decisiones del gobierno de este municipio?,gobierno,categorica,
p137,"En términos generales, ¿aprueba o desaprueba el trabajo que ha hecho Samuel García?",gobierno,categorica,
p139_1,"Asistir a marchas, caminatas o manifestaciones.",gobierno,categorica,
p139_2,"Participar en diálogos con autoridades (Consejos o comités ciudadanos, mesas de trabajo, audiencias públicas, etc.)",gobierno,categorica,
p139_3,Hacer voluntariado en una asociación civil o colectivo.,gobierno,categorica,
p139_4,Participar en juntas/comités de vecinos.,gobierno,categorica,
p139_5,Participar en una asociación de padres de familia.,gobierno,categorica,
p139_6,Contactarse con los medios de comunicación.,gobierno,categorica,
p139_7,Firmar peticiones en línea.,gobierno,categorica,
p139_8,Votar o proponer en qué se debería gastar el presupuesto participativo en su municipio,gobierno,categorica,
p139_9,"Solicitar apoyo o presentar quejas a funcionarios o autoridades. (Reportar baches, luminarias, parques en mal estado u otros aspectos que permitan la mejora de la ciudad)",gobierno,categorica,
p139_10,Otra. Especificar,gobierno,categorica,
num_acciones_participacion_ciudadana,Número de acciones de participación ciudadana mencionadas anteriormente que ha realizado en lo últimos 12 meses.,gobierno,numerica,
al_menos_una_accion_pc,Ha realizado al menos una de las acciones de participación ciudadana mencionadas anteriormente,gobierno,categorica,
p141_1,¿La dirección y municipio en su credencial de elector (INE) es la misma que dónde vive actualmente?,gobierno,categorica,
p142,En su opinión: ¿cuál es el principal problema que enfrenta la ciudadanía PARA CONFIAR EN SU GOBIERNO?,gobierno,categorica,
p143,Para concluir: ¿En qué ámbito está el PRINCIPAL PROBLEMA que enfrenta actualmente el ESTADO?,gobierno,categorica,
p144,FINALMENTE: ¿Cuál es el ingreso mensual total del hogar?,desarrollo_social_y_economico,categorica,
total_min_trabajo_rem,Total min trabajo rem,economia_y_trabajo,numerica,Variable derivada (precalculada en el EAV).
