question_id,option_id,option_label
p68_9,8888,No sabe
p68_9,9999,No contesta
p68_10,0,NO
p68_10,1,Sí
p68_10,8888,No sabe
p68_10,9999,No contesta
p68_11,0,NO
p68_11,1,Sí
p68_11,8888,No sabe
p68_11,9999,No contesta
p68_12,0,NO
p68_12,1,Sí
p68_12,8888,No sabe
p68_12,9999,No contesta
p68_13,0,NO
p68_13,1,Sí
p68_13,8888,No sabe
p68_13,9999,No contesta
p68_14,0,NO
p68_14,1,Sí
p68_14,8888,No sabe
p68_14,9999,No contesta
p68_15,0,NO
p68_15,1,Sí
p68_15,8888,No sabe
p68_15,9999,No contesta
p68_16,0,NO
p68_16,1,SÍ
p68_16_cual,1,Por su religión
p68_16_cual,2,Por ser madre soltera
p68_16_cual,3,Por su preferencia política
p68_16_cual,4,Por falta de experiencia
p68_16_cual,5,Por ser divorciada
num_discriminaciones,8888,No sabe
num_discriminaciones,9999,No contesta
al_menos_una_discriminacion,8888,No sabe
al_menos_una_discriminacion,9999,No contesta
p69,1,Ha incrementado y son de otro estado de México
p69,2,Ha incrementado y son de otro país
p69,3,Ha incrementado y son de otro estado de México y de otro país
p69,4,Se ha mantenido igual
p69,5,Ha disminuido
p69,8888,No sabe
p69,9999,No contesta
p70_1,0,En desacuerdo
p70_1,1,De acuerdo
p70_1,8888,No sabe
p70_1,9999,No contesta
p70_2,0,En desacuerdo
p70_2,1,De acuerdo
p70_2,8888,No sabe
p70_2,9999,No contesta
p70_3,0,En desacuerdo
p70_3,1,De acuerdo
p70_3,8888,No sabe
p70_3,9999,No contesta
p70_4,0,En desacuerdo
p70_4,1,De acuerdo
p70_4,8888,No sabe
p70_4,9999,No contesta
p71,0,No
p71,1,Sí
p71,8888,No sabe
p71,9999,No contesta
p72,0,No
p72,1,Sí
p72,8888,No sabe
p72,9999,No contesta
p73,0,No
p73,1,Sí
p73,8888,No sabe
p73,9999,No contesta
p74,0,No
p74,1,Sí
p74,8888,No sabe
p74,9999,No contesta
p75,0,No
p75,1,"Sí, una enfermedad Crónica (diabetes, hipertensión, cáncer, etc)"
p75,2,"Sí, una enfermedad Aguda (resfriados, Covid-19, enfermedades gastrointestinales, fracturas, quemaduras, etc)"
p75,9999,No contesta
p76,0,No
p76,1,Sí
p76,8888,No sabe
p76,9999,No contesta
p77,1,Se automedicó
p77,2,"No había citas, o las dan mucho tiempo después."
p77,3,No tenía tiempo para ir.
p77,4,No tenía una clínica cerca.
p77,5,No tiene seguro médico/no puede pagar los tratamientos
p77,6,No confía en el personal de salud/ tienen un mal trato.
p77,7,Temor a contagiarse de alguna enfermedad
p77,8,No tomó medicamento
p77,9,Me atiendo con un familiar
p77,8888,No sabe
p77,9999,No contesta
p78,0,No
p78,1,Sí
p78,8888,No sabe
p78,9999,No contesta
p79,0,No
p79,1,Sí
p79,8888,No sabe
p79,9999,No contesta
p80,1,IMSS
p80,2,"Hospital naval, militar o PEMEX"
p80,3,ISSSTE Federal
p80,4,ISSSTELEON
p80,5,"Secretaría de Salud (""Cuidar tu salud"")"
p80,6,Servicios médicos UANL
p80,7,Hospital o consultorio privado
p80,8,"Medicina tradicional (Curandero, hierbero, etc.) o Medicina alternativa"
p80,9,Consultorio de farmacia
p80,10,"Servicios empresariales de salud (Heineken, Vitro)"
p80,11,Hospital Materno
p80,12,Clínica municipal
p80,13,Me atiendo con un familiar
p80,8888,No sabe
p80,9999,No contesta
p81,1,Siempre
p81,2,La mayoría de las veces
p81,3,Algunas veces
p81,4,Nunca
p81,8888,No sabe
p81,9999,No contesta
p81,7777,No Aplica
p82,1,Esperar y volver a la unidad de salud en otra fecha para ver si la tenían
p82,2,La adquirí de inmediato en una farmacia privada
p82,3,No surtí la receta
p82,8888,No sabe
p82,9999,No contesta
p82,7777,No Aplica
p83,1,Consulta programada (cita previa)
p83,2,Consulta no programada
p83,3,Urgencia
p83,8888,No Sabe
p83,9999,No Contesta
p83,7777,No Aplica
p84,1,Menos de una semana
p84,2,De 1 a 2 semanas
p84,3,De 3 a 4 semanas
p84,4,De 5 a 6 semanas
p84,5,De 7 a 8 semanas
p84,6,Más de 8 semanas
p84,8888,No sabe
p84,9999,No contesta
p85,0,No lo atendieron
p85,1,Sí lo atendieron
p85,9999,No contesta
p86_1,8888,No sabe
p86_1,9999,No contesta
p86_2,8888,No sabe
p86_2,9999,No contesta
tiempo_espera_consulta,8888,No sabe
tiempo_espera_consulta,9999,No contesta
p87,1,Pésimas
p87,2,Malas
p87,3,Regulares
p87,4,Buenas
p87,5,Excelentes
p87,8888,No Sabe
p87,9999,No Contesta
p87,7777,No Aplica
p88_1,1,Pésimo
p88_1,2,Malo
p88_1,3,Regular
p88_1,4,Bueno
p88_1,5,Excelente
p88_1,8888,No Sabe
p88_1,9999,No Contesta
p88_1,7777,No Aplica
p88_2,1,Pésimo
p88_2,2,Malo
p88_2,3,Regular
p88_2,4,Bueno
p88_2,5,Excelente
p88_2,8888,No Sabe
p88_2,9999,No Contesta
p88_2,7777,No Aplica
p88_3,1,Pésimo
p88_3,2,Malo
p88_3,3,Regular
p88_3,4,Bueno
p88_3,5,Excelente
p88_3,8888,No Sabe
p88_3,9999,No Contesta
p88_3,7777,No Aplica
p88_4,1,Pésimo
p88_4,2,Malo
p88_4,3,Regular
p88_4,4,Bueno
p88_4,5,Excelente
p88_4,8888,No Sabe
p88_4,9999,No Contesta
p88_4,7777,No Aplica
p88_5,1,Pésimo
p88_5,2,Malo
p88_5,3,Regular
p88_5,4,Bueno
p88_5,5,Excelente
p88_5,8888,No Sabe
p88_5,9999,No Contesta
p88_5,7777,No Aplica
p89,1,1
p89,2,2
p89,3,3
p89,4,4
p89,5,5
p89,6,6
p89,7,7
p89,8,8
p89,9,9
p89,10,10
p89,8888,No sabe
p89,9999,No contesta
p89,7777,No Aplica
p90,1,Hospitales o clínicas insuficientes o lejanas
p90,2,Los servicios de salud son caros
p90,3,El personal médico es insuficiente
p90,4,"Falta de insumos/medicamentos (camillas, equipo médico)"
p90,5,La infraestructura de atención es deficiente
p90,6,Falta de cobertura en tratamiento de padecimientos.
p90,7,"Falta de programas preventivos (vacunación, control de peso, control de presión arterial)"
p90,8,Ninguno
p90,8888,No sabe
p90,9999,No contesta
p91_1,1,Sí y es muy frecuente
p91_1,2,Sí y es frecuente
p91_1,3,Sí y es poco frecuente
p91_1,4,No me ocurre
p91_1,9999,No contesta
p91_2,1,Sí y es muy frecuente
p91_2,2,Sí y es frecuente
p91_2,3,Sí y es poco frecuente
p91_2,4,No me ocurre
p91_2,9999,No contesta
p91_3,1,Sí y es muy frecuente
p91_3,2,Sí y es frecuente
p91_3,3,Sí y es poco frecuente
p91_3,4,No me ocurre
p91_3,9999,No contesta
al_menos_un_problema_mental,0,No
al_menos_un_problema_mental,1,Sí
p92,1,El ingreso familiar no es suficiente.
p92,2,Pocas oportunidades laborales.
p92,3,"Servicios de salud poco accesibles (lejanos, caros, insuficientes)."
p92,4,Mala calidad en los servicios de salud.
p92,5,"Planteles educativos poco accesibles (lejanos, caros, cupo insuficiente)."
p92,6,Mala calidad del servicio educativo.
p92,7,"Discriminación hacia ciertos grupos (mujeres, personas migrantes, personas indigenas)"
p92,8,Incremento de migrantes sin oportunidades laborales
p92,9,"Falta de servicios de cuidado accesibles: guarderías, asilo de ancianos o centros para personas con discapacidad"
p92,10,Ninguno
p92,11,Todas las anteriores
p92,8888,No sabe
p92,9999,No contesta
p93,1,Muy seguro
p93,2,Seguro
p93,3,Inseguro
p93,4,Muy inseguro
p93,8888,No sabe
p93,9999,No contesta
p94,1,Transporte público
p94,2,Vía pública
p94,3,Casa
p94,4,Trabajo
p94,5,Escuela
p94,6,"Centros de entretenimiento (casinos, bares, antros)"
p94,7,No me siento inseguro(a)
p94,8,En todos los lugares
p94,8888,No sabe
p94,9999,No contesta
p95,0,NO
p95,1,SÍ
p95,8888,No sabe
p95,9999,No contesta
p96,0,NO
p96,1,SÍ
p96,8888,No sabe
p96,9999,No contesta
p97,0,NO
p97,1,SÍ
p97,8888,No sabe
p97,9999,No contesta
p98,1,1
p98,2,2
p98,3,3
p98,4,4
p98,5,5
p98,6,6
p98,7,7
p98,8,8
p98,9,9
p98,10,10
p98,8888,No sabe
p98,9999,No contesta
p99,1,Muy probable
p99,2,Probable
p99,3,Poco probable
p99,4,Improbable
p99,8888,No sabe
p99,9999,No contesta
p100_1,0,NO
p100_1,1,SÍ
p100_1,8888,No sabe
p100_1,9999,No contesta
p100_2,0,NO
p100_2,1,SÍ
p100_2,8888,No sabe
p100_2,9999,No contesta
p100_3,0,NO
p100_3,1,SÍ
p100_3,8888,No sabe
p100_3,9999,No contesta
p100_4,0,NO
p100_4,1,SÍ
p100_4,8888,No sabe
p100_4,9999,No contesta
p100_5,0,NO
p100_5,1,SÍ
p100_5,8888,No sabe
p100_5,9999,No contesta
p100_6,0,NO
p100_6,1,SÍ
p100_6,8888,No sabe
p100_6,9999,No contesta
p101_1,1,1
p101_1,2,2
p101_1,3,3
p101_1,4,4
p101_1,5,5
p101_1,6,6
p101_1,7,7
p101_1,8,8
p101_1,9,9
p101_1,10,10
p101_1,8888,No sabe
p101_1,9999,No contesta
p101_2,1,1
p101_2,2,2
p101_2,3,3
p101_2,4,4
p101_2,5,5
p101_2,6,6
p101_2,7,7
p101_2,8,8
p101_2,9,9
p101_2,10,10
p101_2,8888,No sabe
p101_2,9999,No contesta
p101_3,1,1
p101_3,2,2
p101_3,3,3
p101_3,4,4
p101_3,5,5
p101_3,6,6
p101_3,7,7
p101_3,8,8
p101_3,9,9
p101_3,10,10
p101_3,8888,No sabe
p101_3,9999,No contesta
p101_4,1,1
p101_4,2,2
p101_4,3,3
p101_4,4,4
p101_4,5,5
p101_4,6,6
p101_4,7,7
p101_4,8,8
p101_4,9,9
p101_4,10,10
p101_4,8888,No sabe
p101_4,9999,No contesta
p101_5,1,1
p101_5,2,2
p101_5,3,3
p101_5,4,4
p101_5,5,5
p101_5,6,6
p101_5,7,7
p101_5,8,8
p101_5,9,9
p101_5,10,10
p101_5,8888,No sabe
p101_5,9999,No contesta
p102,0,NO
p102,1,SÍ
p102,8888,No sabe
p102,9999,No contesta
p103,1,Policía Estatal (Fuerza Civil)
p103,2,Policía municipal
p103,3,Policía federal (Guardia Nacional)
p103,8888,No sabe
p103,9999,No contesta
p104_1,0,NO
p104_1,1,SÍ
p104_1,8888,No sabe
p104_1,9999,No contesta
p104_2,0,NO
p104_2,1,SÍ
p104_2,8888,No sabe
p104_2,9999,No contesta
p104_3,0,No
p104_3,1,Sí y llegó en menos de 15 minutos
p104_3,2,Sí y llegó entre 16 y 30 minutos
p104_3,3,Sí y llegó entre 31 minutos y una hora
p104_3,4,"Sí, y tardó más de una hora"
p105,1,Nunca ocurre.
p105,2,Casi no ocurre.
p105,3,Ocurre con poca frecuencia.
p105,4,Ocurre frecuentemente.
p105,5,Siempre ocurre.
p105,8888,No sabe
p105,9999,No contesta
p106,1,Nunca ocurre.
p106,2,Casi no ocurre.
p106,3,Ocurre con poca frecuencia.
p106,4,Ocurre frecuentemente.
p106,5,Siempre ocurre.
p106,8888,No sabe
p106,9999,No contesta
p107_1,0,NO
p107_1,1,SÍ
p107_1,8888,No sabe
p107_1,9999,No contesta
p107_2,0,NO
p107_2,1,SÍ
p107_2,8888,No sabe
p107_2,9999,No contesta
p107_3,0,NO
p107_3,1,SÍ
p107_3,8888,No sabe
p107_3,9999,No contesta
p108,1,La Fiscalía General de Justicia
p108,2,Policía Estatal
p108,3,Policía Municipal
p108,8888,No sabe
p108,9999,No contesta
p109,0,Desaprueba
p109,1,Aprueba
p109,8888,No sabe
p109,9999,No contesta
p110,0,No
p110,1,Sí
p110,8888,No sabe
p110,9999,No contesta
p111,1,"Delitos de alto impacto (homicidio, feminicidio, secuestro, violación, desaparición de personas)."
p111,2,"Robos patrimoniales (robo a casa, vehículo, negocio o persona)."
p111,3,"Delincuencia Organizada (venta de drogas, extorsiones, cobro de piso, presencia de grupos armados)."
p111,4,Violencia familiar y/o violencia contra la mujer
p111,5,"Violencia en la colonia (riñas, conflicto entre vecinos, pandillerismo)."
p111,7,Ninguno
p111,8,Todas las anteriores
p111,8888,No sabe
p111,9999,No contesta
p112,1,Redes sociales
p112,2,Periódico
p112,3,Televisión
p112,4,Radio
p112,5,Portal de noticias en internet
p112,6,Volanteo/perifoneo en la colonia
p112,7,"Conversaciones con vecinos, familiares o amigos"
p112,9,No se entera
p112,8888,No sabe
p112,9999,No contesta
p113,1,Facebook
p113,2,Twitter
p113,3,Instagram
p113,4,TikTok
p113,5,WhatsApp
p113,6,YouTube
p113,8888,No sabe
p113,9999,No contesta
p114,1,No es de mi interés
p114,2,No tengo tiempo
p114,3,"La información no está disponible, ni a mi alcance"
p114,8888,No sabe
p114,9999,No contesta
p115,0,NO
p115,1,SÍ
p115,8888,No sabe
p115,9999,No contesta
p116,0,NO
p116,1,SÍ
p116,8888,No sabe
p116,9999,No contesta
p117,0,NO
p117,1,SÍ
p117,8888,No sabe
p117,9999,No contesta
p118,1,Muy frecuente
p118,2,Frecuente
p118,3,Poco frecuente
p118,4,No ocurre
p118,8888,No sabe
p118,9999,No contesta
p119,1,Muy frecuente
p119,2,Frecuente
p119,3,Poco frecuente
p119,4,No ocurre
p119,8888,No sabe
p119,9999,No contesta
p120,0,NO
p120,1,SÍ
p120,8888,No sabe
p120,9999,No contesta
p121,1,Contacto con la policía
p121,2,Contacto con tránsito
p121,3,Trámites o servicios municipales
p121,4,Trámites o servicios con el gobierno del estado
p121,5,Trámites ante el ministerio público
p121,8888,No sabe
p121,9999,No contesta
p122,0,No
p122,1,Sí
p122,8888,No sabe
p122,9999,No contesta
p123,0,No
p123,1,Sí
p123,8888,No sabe
p123,9999,No contesta
p124_1,0,NO
p124_1,1,SÍ
p124_1,8888,No sabe
p124_1,9999,No contesta
p124_2,0,NO
p124_2,1,SÍ
p124_2,8888,No sabe
p124_2,9999,No contesta
p124_3,0,NO
p124_3,1,SÍ
p124_3,8888,No sabe
p124_3,9999,No contesta
p124_4,0,NO
p124_4,1,SÍ
p124_4,8888,No sabe
p124_4,9999,No contesta
p125,1,Pensando en el bienestar del municipio.
p125,2,Pensando en intereses particulares/personales
p125,8888,No sabe
p125,9999,No contesta
p126,0,Desaprueba
p126,1,Aprueba
p126,8888,No sabe
p126,9999,No contesta
p127,1,Mejor de lo que esperaba
p127,2,Igual de bien que lo que esperaba
p127,3,Igual de lo mal que lo que esperaba
p127,4,Peor de lo que esperaba
p127,8888,No sabe
p127,9999,No contesta
p128_1,0,NO
p128_1,1,SÍ
p128_1,8888,No sabe
p128_1,9999,No contesta
p128_2,0,NO
p128_2,1,SÍ
p128_2,8888,No sabe
p128_2,9999,No contesta
p128_3,0,NO
p128_3,1,SÍ
p128_3,8888,No sabe
p128_3,9999,No contesta
p128_4,0,NO
p128_4,1,SÍ
p128_4,8888,No sabe
p128_4,9999,No contesta
p129,1,Pensando en el bienestar del estado
p129,2,Pensando en intereses particulares/personales.
p129,8888,No sabe
p129,9999,No contesta
p130,1,Mejor de lo que esperaba
p130,2,Igual de bien que lo que esperaba
p130,3,Igual de lo mal que lo que esperaba
p130,4,Peor de lo que esperaba
p130,8888,No sabe
p130,9999,No contesta
p131,0,En desacuerdo
p131,1,De acuerdo
p131,8888,No sabe
p131,9999,No contesta
p132,1,Su prioridad debe ser Nuevo León / Debería cumplir con el tiempo con el que se comprometió
p132,2,No ha hecho buen trabajo en Nuevo León
p132,3,No tiene posibilidades de ganar elecciones
p132,4,Se desviarían recursos de Nuevo León para campañas políticas
p132,5,Falta de experiencia
p132,6,No tiene capacidad para ser presidente
p132,7,Todas las anteriores
p132,8888,No sabe
p132,9999,No contesta
p135,1,Mucho
p135,2,Algo
p135,3,Poco
p135,4,Nada
p135,8888,No sabe
p135,9999,No contesta
p136,1,Mucho
p136,2,Algo
p136,3,Poco
p136,4,Nada
p136,8888,No sabe
p136,9999,No contesta
p137,0,Desaprueba
p137,1,Aprueba
p137,8888,No sabe
p137,9999,No contesta
p139_1,0,NO
p139_1,1,SÍ
p139_1,8888,No sabe
p139_1,9999,No contesta
p139_2,0,NO
p139_2,1,SÍ
p139_2,8888,No sabe
p139_2,9999,No contesta
p139_3,0,NO
p139_3,1,SÍ
p139_3,8888,No sabe
p139_3,9999,No contesta
p139_4,0,NO
p139_4,1,SÍ
p139_4,8888,No sabe
p139_4,9999,No contesta
p139_5,0,NO
p139_5,1,SÍ
p139_5,3,No Aplica
p139_5,8888,No sabe
p139_5,9999,No contesta
p139_6,0,NO
p139_6,1,SÍ
p139_6,8888,No sabe
p139_6,9999,No contesta
p139_7,0,NO
p139_7,1,SÍ
p139_7,8888,No sabe
p139_7,9999,No contesta
p139_8,0,NO
p139_8,1,SÍ
p139_8,8888,No sabe
p139_8,9999,No contesta
p139_9,0,NO
p139_9,1,SÍ
p139_9,8888,No sabe
p139_9,9999,No contesta
p139_10,0,NO
p139_10,1,SÍ
p139_10,8888,No sabe
p139_10,9999,No contesta
num_acciones_participacion_ciudadana,8888,No sabe
num_acciones_participacion_ciudadana,9999,No contesta
al_menos_una_accion_pc,0,No
al_menos_una_accion_pc,1,Sí
p141_1,0,NO
p141_1,1,SÍ
p141_1,8888,No sabe
p141_1,9999,No contesta
p142,1,El gobierno no atiende las demandas ciudadanas.
p142,2,Los gobernantes no cumplen sus compromisos de campaña.
p142,3,Los gobernantes hacen uso inadecuado de los recursos públicos.
p142,4,No hay mecanismos efectivos de diálogo / participación ciudadana.
p142,5,Los gobernantes son poco efectivos para resolver los problemas de la ciudad / estado.
p142,6,Hay mucha corrupción en servidores públicos
p142,7,Ninguno
p142,8,Todas las anteriores
p142,8888,No sabe
p142,9999,No contesta
p143,1,"Movilidad (mala calidad de transporte público, congestión vehicular)"
p143,2,"Desarrollo Urbano (deficiencias en servicios públicos, dispersión de la ciudad)"
p143,3,"Medio Ambiente (falta de agua, contaminación, falta de árboles)"
p143,4,Desarrollo Social (desempleo/pobreza /discriminación/ educación/salud)
p143,5,"Seguridad (incremento de índices delictivos/impunidad, violencia familiar)"
p143,6,Gobierno Eficiente (corrupción/mal uso de los recursos)
p143,9999,No contesta
p144,1,Sin ingreso
p144,2,"Menos de 1 SM ($1 - $6,223)"
p144,3,"1-2 SM ($6,223 - $12,446)"
p144,4,"2-3 SM ($12,446 - $18,670)"
p144,5,"3-4 SM ($18,670 - $24,893)"
p144,6,"4-5 SM ($24,893 - $31,116)"
p144,7,"5-6 SM ($31,116 - $37,339)"
p144,8,"6-7 SM ($37,339 - $43,562)"
p144,9,"7-8 SM ($43,562 - $49,786)"
p144,10,"8-9 SM ($49,786 - $56,009)"
p144,11,"9-10 SM ($56,009 - $62,232)"
p144,12,"10 o más SM ($62,232 o más)"
p144,9999,No contesta
al_menos_una_discriminacion,0,No
al_menos_una_discriminacion,1,Sí
