q_id,q_text,q_section,q_type,q_notes
p120,¿Ha realizado alguna(s) de siguientes acciones en los últimos 12 meses para mejorar las condiciones de su estado?,gobierno,numerica,
p120_1,"Asistir a marchas, caminatas o manifestaciones.",gobierno,categorica,
p120_2,Participar en Consejos Ciudadanos.,gobierno,categorica,
p120_3,Hacer voluntariado en una asociación civil o colectivo.,gobierno,categorica,
p120_4,Participar en juntas/comités de vecinos.,gobierno,categorica,
p120_5,Participar en una asociación de padres de familia.,gobierno,categorica,
p120_6,Contactarse con los medios de comunicación.,gobierno,categorica,
p120_7,Firmar peticiones en línea.,gobierno,categorica,
p120_8,Votar o proponer en qué se debería gastar el presupuesto participativo en su municipio,gobierno,categorica,
p120_9,"Solicitar apoyo o presentar quejas a funcionarios o autoridades. (Reportar baches, luminarias, parques en mal estado u otros aspectos que permitan la mejora de la ciudad)",gobierno,categorica,
p120_10,Otra,gobierno,categorica,
p120.10.1,Especificar,nan,numerica,
p121,Ha escuchado hablar de la iniciativa:,desarrollo_social_y_economico,numerica,
p121_1,"Cómo Vamos, Nuevo León.",gobierno,categorica,
p121_2,"Alcalde, Cómo Vamos?",gobierno,categorica,
p122,"¿Sabe qué tipo de iniciativa es ""Cómo Vamos?",gobierno,categorica,
p123,Para concluir: ¿En qué ámbito está el PRINCIPAL PROBLEMA que enfrenta actualmente el ESTADO?,gobierno,categorica,
p124,"FINALMENTE: ¿Cuál es el ingreso mensual total del hogar? $5,186 salario mínimo mensual para zona general (cifras redondeadas)",desarrollo_social_y_economico,categorica,
tiempo_espera_hrs,Tiempo espera hrs,movilidad,numerica,Variable derivada (precalculada en el EAV).
tiempo_espera_min,Tiempo espera min,movilidad,numerica,Variable derivada (precalculada en el EAV).
tiempo_espera_total,Tiempo espera total,movilidad,numerica,Variable derivada (precalculada en el EAV).
tiempo_ida_hrs,Tiempo ida hrs,movilidad,numerica,Variable derivada (precalculada en el EAV).
tiempo_ida_min,Tiempo ida min,movilidad,numerica,Variable derivada (precalculada en el EAV).
tiempo_ida_total,Tiempo ida total,movilidad,numerica,Variable derivada (precalculada en el EAV).
tiempo_vuelta_hrs,Tiempo vuelta hrs,movilidad,numerica,Variable derivada (precalculada en el EAV).
tiempo_vuelta_min,Tiempo vuelta min,movilidad,numerica,Variable derivada (precalculada en el EAV).
tiempo_vuelta_total,Tiempo vuelta total,movilidad,numerica,Variable derivada (precalculada en el EAV).
tiempo_traslado_total,Tiempo traslado total,movilidad,numerica,Variable derivada (precalculada en el EAV).
hrs_quehaceres_hogar,Hrs quehaceres hogar,economia_y_trabajo,numerica,Variable derivada (precalculada en el EAV).
hrs_cuidados_personas,Hrs cuidados personas,economia_y_trabajo,numerica,Variable derivada (precalculada en el EAV).
cantidad_servicios_publicos,Cantidad servicios publicos,desarrollo_urbano,numerica,Variable derivada (precalculada en el EAV).
acciones_participacion_ciudadana,Acciones participacion ciudadana,participacion_ciudadana,numerica,Variable derivada (precalculada en el EAV).
transporte_publico,Transporte publico,movilidad,categorica,Variable derivada (precalculada en el EAV).
barrios_completos,Barrios completos,desarrollo_urbano,categorica,Variable derivada (precalculada en el EAV).
sufre_discriminacion,Sufre discriminacion,discriminacion,categorica,Variable derivada (precalculada en el EAV).
salud_mental,Salud mental,desarrollo_social_y_economico,categorica,Variable derivada (precalculada en el EAV).
enfermedad_cronica,Enfermedad cronica,desarrollo_social_y_economico,categorica,Variable derivada (precalculada en el EAV).
participacion_en_al_menos_una,Participacion en al menos una,participacion_ciudadana,categorica,Variable derivada (precalculada en el EAV).
