concept_id,label,tipos,y2023,y2024,y2025,n,score,multi,opts,confianza,accion_sugerida,aprobar,text_2023,text_2024,text_2025
c226,si es cronica le estan dando un seguimiento adec,categorica,p79,p85,,2,1.0,,match,ALTO,comparable,,Si es crónica ¿Le están dando un seguimiento adecuado? (Si l,P 85 Si es crónica ¿Le están dando un seguimiento adecuado? ,
c229,guarderia,categorica,p7_3,p7_3,,2,1.0,,match,ALTO,comparable,,Guardería,P 7 3 Guardería,
c241,trato y atencion de personal de enfermeria y tec,categorica,p88_2,p94_2,,2,1.0,,match,ALTO,comparable,,Trato y atención de personal de enfermería y técnicos.,P 94 2 Trato y atención de personal de enfermería y técnicos,
c277,en la escuela a la que asiste existen dispositiv,categorica,,cp15,cp16,2,1.0,,match,ALTO,comparable,,,CP 15 En la escuela a la que asiste NOMBRE DEL ESTUDIANTE ex,En la escuela a la que asiste NOMBRE DEL ESTUDIANTE existen 
c300,es un gobernante honesto,categorica,,p140_1,p146,2,1.0,,match,ALTO,comparable,,,P 140 1 ¿Es un gobernante honesto?,¿Es un gobernante honesto?
c306,sabe quien es la o el diputado local del distrit,categorica,,p151_2,p154,2,1.0,,match,ALTO,comparable,,,P 151 2 ¿Sabe quién es la o el diputado local del distrito e,¿Sabe quién es la o el diputado local del distrito en el que
c308,en terminos generales considera que las y los di,categorica,,p153_4,p156,2,1.0,,match,ALTO,comparable,,,P 153 4 En términos generales ¿considera que las y los diput,En términos generales ¿considera que las y los diputados del
c311,como vamos nuevo leon,categorica,,p158_1,p162_1,2,1.0,,match,ALTO,comparable,,,"P 158 1 Cómo Vamos, Nuevo León.","Cómo Vamos, Nuevo León."
c312,alcalde como vamos,categorica,,p158_2,p162_2,2,1.0,,match,ALTO,comparable,,,"P 158 2 Alcalde, Cómo Vamos?","Alcalde, Cómo Vamos?"
c327,hay banquetas durante todo su trayecto,categorica,,p43_3,p44_3,2,1.0,,match,ALTO,comparable,,,P 43 3 ¿Hay banquetas durante todo su trayecto?,¿Hay banquetas durante todo su trayecto?
c328,las banquetas estan danadas roturas hoyos etc,categorica,,p43_6,p44_6,2,1.0,,match,ALTO,comparable,,,"P 43 6 ¿Las banquetas están dañadas? (roturas, hoyos, etc)","¿Las banquetas están dañadas? (roturas, hoyos, etc)"
c331,disminucion de la presion del agua,categorica,,p55,p66,2,1.0,,match,ALTO,comparable,,,P 55 1 Disminución de la presión del agua,Disminución de la presión del agua
c342,durante momentos de mucho calor en su casa puede,categorica,,p69,p81,2,1.0,,match,ALTO,comparable,,,Durante momentos de mucho calor ¿En su casa puede mantener u,Durante momentos de mucho calor ¿En su casa puede mantener u
c343,durante momentos de mucho frio en su casa puede ,categorica,,p70,p82,2,1.0,,match,ALTO,comparable,,,Durante momentos de mucho frío ¿En su casa puede mantener un,Durante momentos de mucho frío ¿En su casa puede mantener un
c345,flexibilidad de horario poder elegir hora de ent,categorica,,p7_7,p5_7,2,1.0,,match,ALTO,comparable,,,"P 7 7 Flexibilidad de horario (poder elegir hora de entrada,","Flexibilidad de horario (poder elegir hora de entrada, salid"
c346,transporte privado de la empresa,categorica,,p7_8,p5_8,2,1.0,,match,ALTO,comparable,,,P 7 8 Transporte privado (de la empresa),Transporte privado (de la empresa)
c347,minutos,numerica,,p92_2,p103_2,2,1.0,,na,ALTO,comparable,,,P 92 2 Minutos ____,Minutos ____
c350,regularmente realiza ejercicio o practica algun ,categorica,,p97,p108,2,1.0,,match,ALTO,comparable,,,P 97 ¿Regularmente realiza ejercicio o practica algún deport,¿Regularmente realiza ejercicio o practica algún deporte dur
c019,numero de acciones de participacion ciudadana me,numerica,num_acciones_participacion_ciudadana,,num_acciones_pc,2,0.94,,na,ALTO,comparable,,Número de acciones de participación ciudadana mencionadas an,,Número de acciones de participación ciudadana mencionadas an
c195,considera que las mujeres tienen las mismas opor,categorica,p67,p76,,2,0.94,,match,ALTO,comparable,,¿Considera que las mujeres tienen las mismas oportunidades l,P 76 ¿Considera que las mujeres tienen las mismas oportunida,
c329,8 existen suficientes arboles que le brinden som,categorica,,p43_8,p44_8,2,0.93,,match,ALTO,comparable,,,8 ¿Existen suficientes árboles que le brinden sombra?,¿Existen suficientes árboles que le brinden sombra?
c100,cuanto tiempo espero para tomar su principal med,numerica,p18_1,,p21_1,2,0.91,,na,ALTO,comparable,,¿Cuánto tiempo esperó para tomar su principal medio de trans,,¿Cuánto tiempo esperó para tomar su principal modo de transp
c286,durante el dia de ayer salio de casa nota cuando,categorica,,p11,p10,2,0.91,,match,ALTO,comparable,,,¿Durante el día de ayer salió de casa? Nota: Cuando la entre,"¿Durante el día de ayer salió de casa?

Nota para encuestado"
c196,cree que en nuevo leon se discrimina a la gente ,categorica,p68_1,p77_1,,2,0.89,,match,ALTO,comparable,,¿Cree que en Nuevo León se discrimina a la gente: por ser mu,P 77 1 por ser mujer? ¿Cree que en Nuevo León se discrimina ,
c309,en terminos generales aprueba o desaprueba el tr,categorica,,p154_5,p157,2,0.89,,match,ALTO,comparable,,,P 154 5 En términos generales ¿aprueba o desaprueba el traba,En términos generales ¿aprueba o desaprueba el trabajo que h
c020,numero de razones por las que cree que en nuevo ,numerica,num_discriminaciones,,num_discriminaciones,2,0.88,,na,ALTO,comparable,,Número de razones por las que cree que en Nuevo León se disc,,Número de razones por las que cree que se le discrimina a la
c285,al dia cuantas horas destina a actividades de oc,numerica,,p10_1,p9_1,2,0.87,,na,ALTO,comparable,,,"Al día, ¿cuántas horas destina a actividades de ocio o no re","Pensando en un día típico, ¿cuántas horas en promedio destin"
c058,usted o algun conocido o familiar experimento al,categorica,p120,p129,,2,0.86,,match,ALTO,comparable,,¿Usted o algún conocido o familiar experimentó algún acto de,¿Usted o algún conocido o familiar experimentó algún acto de,
c005,cuantas personas viven en este hogar,categorica/numerica,cp1,cp1,cp1,3,1.0,,na,REVISAR,revisar,,¿Cuantas personas viven en este hogar?,CP 1 ¿Cuantas personas viven en este hogar?,¿Cuantas personas viven en este hogar?
c029,policia de su municipio y barrio,categorica/numerica,p101_1,p109_1,p121_1,3,1.0,,match,REVISAR,revisar,,Policía de su Municipio y Barrio,P 109 1 Policía de su Municipio y Barrio,Policía de su Municipio y Barrio
c030,fuerza civil,categorica/numerica,p101_2,p109_2,p121_2,3,1.0,,match,REVISAR,revisar,,Fuerza Civil,P 109 2 Fuerza Civil,Fuerza Civil
c031,guardia nacional,categorica/numerica,p101_3,p109_3,p121_3,3,1.0,,match,REVISAR,revisar,,Guardia Nacional,P 109 3 Guardia Nacional,Guardia Nacional
c032,ejercito y marina,categorica/numerica,p101_4,p109_4,p121_4,3,1.0,,match,REVISAR,revisar,,Ejército y Marina,P 109 4 Ejército y Marina,Ejército y Marina
c033,transito,categorica/numerica,p101_5,p109_5,p121_5,3,1.0,,match,REVISAR,revisar,,Tránsito,P 109 5 Tránsito,Tránsito
c148,del 1 al 10 como califica la calidad y estado de,categorica/numerica,p39,p44,p45,3,1.0,,match,REVISAR,revisar,,Del 1 al 10 ¿Cómo califica la calidad y estado de las banque,Del 1 al 10 ¿Cómo califica la calidad y estado de las banque,Del 1 al 10 ¿Cómo califica la calidad y estado de las banque
c152,cuando fue la ultima vez que se mudo de casa,categorica,p42,p47,p55,3,1.0,,relabel?,REVISAR,revisar,,¿Cuándo fue la última vez que se mudó de casa?,P 47 ¿Cuándo fue la última vez que se mudó de casa?,¿Cuándo fue la última vez que se mudó de casa?
c156,alumbrado publico,categorica/numerica,p46_1,p52_1,p62_1,3,1.0,,match,REVISAR,revisar,,Alumbrado público.,P 52 1 Alumbrado público.,Alumbrado público.
c157,condicion de las calles y avenidas,categorica/numerica,p46_2,p52_2,p62_2,3,1.0,,match,REVISAR,revisar,,Condición de las calles y avenidas.,P 52 2 Condición de las calles y avenidas.,Condición de las calles y avenidas.
c158,parques plazas y areas verdes,categorica/numerica,p46_3,p52_3,p62_3,3,1.0,,match,REVISAR,revisar,,"Parques, plazas y áreas verdes.","P 52 3 Parques, plazas y áreas verdes.","Parques, plazas y áreas verdes."
c159,drenaje pluvial,categorica/numerica,p46_4,p52_4,p62_4,3,1.0,,match,REVISAR,revisar,,Drenaje pluvial.,P 52 4 Drenaje pluvial.,Drenaje pluvial.
c160,recoleccion de basura,categorica/numerica,p46_5,p52_5,p62_5,3,1.0,,match,REVISAR,revisar,,Recolección de basura.,P 52 5 Recolección de basura.,Recolección de basura.
c245,tomando en cuenta las preguntas previas evalue d,categorica/numerica,p89,p95,p106,3,1.0,,match,REVISAR,revisar,,Tomando en cuenta las preguntas previas: Evalúe del 1 al 10 ,Tomando en cuenta las preguntas previas: Evalúe del 1 al 10 ,Tomando en cuenta las preguntas previas: Evalúe del 1 al 10 
c258,como califica la experiencia de su denuncia del ,categorica/numerica,p98,p104,p116,3,1.0,,match,REVISAR,revisar,,"¿Cómo califica la experiencia de su denuncia, del 1 al 10, e","¿Cómo califica la experiencia de su denuncia, del 1 al 10, e","¿Cómo califica la experiencia de su denuncia, del 1 al 10, e"
c133,tomando en cuenta las preguntas previas evalue d,categorica/numerica,p31,p35,p40,3,0.97,,match,REVISAR,revisar,,Tomando en cuenta las preguntas previas: Evalúe del 1 al 10 ,Tomando en cuenta las preguntas previas: Evalúe del 1 al 10 ,Tomando en cuenta las preguntas previas: Evalúe del 1 al 10 
c039,considera que la violencia hacia las mujeres den,categorica,p105,p113,p125,3,0.84,,match,REVISAR,revisar,,Considera que la violencia hacia las mujeres dentro de los h,Considera que la violencia hacia las mujeres dentro de los h,Considera que la violencia hacia las mujeres dentro de los h
c191,como describiria usted la situacion economica de,categorica,p63,p73,p86,3,0.83,,match,REVISAR,revisar,,¿Cómo describiría usted la SITUACIÓN económica DE SU HOGAR c,¿Cómo describiría usted la SITUACIÓN económica DE SU HOGAR c,De acuerdo con la siguiente escala ¿Cómo describiría usted l
c223,tuvo una consulta medica por este problema de sa,categorica,p76,p82,p93,3,0.83,,match,REVISAR,revisar,,¿Tuvo una consulta médica por este problema de salud?,¿Acudió a una consulta médica por este problema de salud?,¿Acudió a una consulta médica por este problema de salud?
c216,las personas migrantes deben tener las mismas op,categorica,p70_3,p79_2,p90_2,3,0.82,,match,REVISAR,revisar,,Las personas migrantes deben tener las mismas oportunidades ,P 79 2 Las personas migrantes deben tener los mismos derecho,Las personas migrantes deben tener los mismos derechos y opo
c044,que autoridad es la principal responsable de inv,categorica,p108,p106,p118,3,0.81,,match,REVISAR,revisar,,¿Qué autoridad es la principal responsable de investigar y p,¿Qué autoridad es la principal responsable de investigar y p,"Para usted, ¿cuál es la principal autoridad responsable de d"
c079,cuanto considera que los ciudadanos pueden influ,categorica,p136,p156,p160,3,0.8,,match,REVISAR,revisar,,¿Cuánto considera que los ciudadanos pueden influir en las d,P 156 ¿Cuánto considera que los ciudadanos pueden influir en,De acuerdo con la siguiente escala ¿Cuánto considera que los
c054,considera que el gobierno de samuel garcia ha he,categorica,p117,p126,p134,3,0.78,,match,REVISAR,revisar,,¿Considera que el gobierno de Samuel García ha hecho un buen,¿Considera que el gobierno de Samuel García ha hecho un buen,¿Considera que el gobierno de Samuel García ha hecho un buen
c108,cuanto tiempo de ida tardo en el medio que lo tr,numerica,p24_1,p26_1,p27_1,3,0.78,,na,REVISAR,revisar,,¿Cuánto tiempo de ida tardó en el medio que lo transportó a ,¿Cuánto tiempo de ida tardó en el medio que lo transportó a ,¿Cuánto tiempo tardó de ida a su destino principal? Desde qu
c143,cuando camina en este municipio considera que la,categorica,p38_4,p43_4,p44_4,3,0.77,,relabel?,REVISAR,revisar,,Cuando camina en este municipio considera que ¿Las banquetas,P 43 4 ¿Las banquetas son amplias para que circulen dos pers,¿Las banquetas son amplias para que circulen dos personas en
c092,la direccion y municipio en su credencial de ele,categorica,p141_1,p160,p164,3,0.76,,match,REVISAR,revisar,,¿La dirección y municipio en su credencial de elector (INE) ,1 ¿El municipio en su credencial de elector (INE) es el mism,¿El municipio en su credencial de elector (INE) es el mismo 
c094,para concluir en que ambito esta el principal pr,categorica,p143,p162,p165,3,0.74,,relabel?,REVISAR,revisar,,Para concluir: ¿En qué ámbito está el PRINCIPAL PROBLEMA que,Para concluir: ¿En qué ámbito está el PRINCIPAL PROBLEMA que,Para concluir: ¿En qué ámbito está el PRINCIPAL PROBLEMA que
c144,cuando camina en este municipio considera que la,categorica,p38_5,p43_5,p44_5,3,0.74,,relabel?,REVISAR,revisar,,Cuando camina en este municipio considera que ¿Las banquetas,"¿Las banquetas tienen obstáculos? (como cabinas telefónicas,","¿Las banquetas tienen obstáculos? (como cabinas telefónicas,"
c228,seguro medico imss privado,categorica,p7_2,p7_2,p5_2,3,0.74,,match,REVISAR,revisar,,Seguro Medico (IMSS/ privado),P 7 2 Seguro Medico (IMSS/ privado),Servicio Médico (IMSS/ privado)
c246,al dia cuantas horas destina a los quehaceres co,numerica,p8_1,p8_1,p7_1,3,0.73,,na,REVISAR,revisar,,"Al día, ¿cuántas horas destina a los quehaceres constantes d","P 8 P 8 2 Min___ 1 Al día, ¿cuántas horas destina a los queh","Pensando en un día típico, ¿cuántas horas en promedio dedica"
c112,durante los viajes que realiza en la semana para,categorica,p26,p28,p29,3,0.72,,match,REVISAR,revisar,,Durante los viajes que realiza en la semana ¿para alguno uti,Solo para quienes respondieron que NO utilizaron transporte ,Durante los viajes que realiza en la semana ¿para alguno uti
c078,cuanto considera que los ciudadanos pueden influ,categorica,p135,p155,p159,3,0.7,,match,REVISAR,revisar,,¿Cuánto considera que los ciudadanos pueden influir en las d,P 155 ¿Cuánto considera que los ciudadanos pueden influir en,De acuerdo con la siguiente escala ¿Cuánto considera que los
c237,cuantas horas espero para ser atendido,numerica,p86_1,p92_1,p103_1,3,0.7,,na,REVISAR,revisar,,¿Cuántas Horas esperó para ser atendido?,P 92 1 ¿Cuánto tiempo esperó para ser atendido? Horas___,¿Cuánto tiempo esperó para ser atendido? Horas___
c041,los piropos en la calle transporte publico hacia,categorica,p107_1,p115_1,p126_1,3,0.69,,match,REVISAR,revisar,,Los piropos en la calle / transporte público hacia las mujer,¿Está de acuerdo con las siguientes afirmaciones? 1 Los piro,Los piropos en la calle / transporte público hacia las mujer
c235,cuantos dias pasaron entre que le programaron la,categorica,p84,p90,p101,3,0.69,,relabel?,REVISAR,revisar,,¿Cuántos días pasaron entre que le programaron la cita y le ,(Solo para quienes respondieron consulta programada) ¿Cuánto,¿Cuántos días pasaron entre que le programaron la cita y le 
c074,cuantas veces a la semana se dirige a este desti,categorica/numerica,p13,p15,p14,3,0.68,,match,REVISAR,revisar,,¿Cuántas veces a la semana se dirige a este destino?,¿Cuántas veces a la semana se traslada por este motivo?,¿Cuántas veces a la semana se traslada por este motivo?
c141,cuando camina en este municipio considera que la,categorica,p38_2,p43_2,p44_2,3,0.68,,relabel?,REVISAR,revisar,,Cuando camina en este municipio considera que ¿Las rampas pa,P 43 2 ¿Las rampas para personas con discapacidad están en b,¿Las rampas para personas con discapacidad están en buen est
c053,considera que el gobierno de de alcalde ha hecho,categorica,p116,p125,p133,3,0.67,,match,REVISAR,revisar,,¿Considera que el gobierno de (Nombre de alcalde) ha hecho u,¿Considera que el gobierno de (Nombre de alcalde) hizo un bu,¿Considera que el gobierno de (NOMBRE DEL ALCALDE) ha hecho 
c233,que tan comun es que pueda surtir su receta comp,categorica,p81,p87,p98,3,0.67,,match,REVISAR,revisar,,¿Qué tan común es que pueda surtir su receta completa?,¿Qué tan común es que pueda surtir su receta completa?,De acuerdo con la siguiente escala ¿Qué tan común es que pue
c255,en el ultimo ano usted o algun miembro del hogar,categorica,p95,p102,p113,3,0.67,,match,REVISAR,revisar,,"En el último año, usted o algún miembro del hogar ¿ha sido v","En el último año, usted o algún miembro del hogar ¿ha sido v","En los últimos 12 meses, usted o algún miembro del hogar ¿fu"
c259,para todos los encuestados que tan probable cons,categorica,p99,p105,p117,3,0.67,,relabel?,REVISAR,revisar,,"(Para todos los encuestados), ¿Qué tan probable considera qu",Para todos los encuestados ¿Qué tan probable considera que l,De acuerdo con la siguiente escala ¿Qué tan probable conside
c023,la presencia de policias en su colonia es sufici,categorica,p100_1,p1081,p120_1,3,0.66,,match,REVISAR,revisar,,¿La presencia de policías en su colonia es suficiente?,P 108 En el tema de SEGURIDAD considera que: 1 ¿La presencia,¿La presencia de policías en su colonia es suficiente?
c211,por su orientacion sexual,categorica,p68_8,p77_8,p89_8,3,0.62,,match,REVISAR,revisar,,por su orientación sexual?,"P 77 8 por su orientación sexual? (homosexual, bisexual, etc","por su orientación sexual? (homosexual, bisexual, etc)"
c253,que tan seguro se siente en su municipio,categorica,p93,p100,p111,3,0.61,,relabel?,REVISAR,revisar,,¿Qué tan seguro se siente en su municipio?,¿Qué tan seguro(a) se siente en su municipio?,De acuerdo con la siguiente escala ¿Qué tan seguro(a) se sie
c256,si contesto que si a la pregunta anterior usted ,categorica,p96,p103,p114,3,0.59,,match,REVISAR,revisar,,Si contestó que sí a la pregunta anterior: ¿Usted o la perso,Si contestó que sí a la pregunta anterior: ¿Usted o la perso,"¿Usted o la persona que fue víctima, denunció el delito ante"
c123,considera que la tarifa del transporte publico m,categorica,p29,p32,p33,3,0.55,,match,REVISAR,revisar,,Considera que la tarifa del transporte público (metro y cami,P 32 Considera que la tarifa del transporte público es:,"De acuerdo con la siguiente escala, considera que la tarifa "
c011,como evaluaria las instalaciones y equipamientos,categorica,cp15,cp16,cp17,3,0.52,,match,REVISAR,revisar,,¿Cómo evaluaría las instalaciones y equipamientos de la escu,"¿Cómo evaluaría las instalaciones y equipamientos (baños, ba",De acuerdo con la siguiente escala ¿Cómo evaluaría las insta
c004,costo total de su viaje principal ida y regreso,numerica,costo_total_viaje,costo_total_viaje_redondo,costo_total_viaje_redondo,3,0.44,,na,REVISAR,revisar,,COSTO TOTAL de su viaje principal (IDA y REGRESO),Costo total viaje redondo,Costo total de su viaje principal redondo
c003,cree que en nuevo leon se discrimina a la gente ,categorica/numerica,al_menos_una_discriminacion,,al_menos_una_discriminacion,2,1.0,,na,REVISAR,revisar,,Cree que en Nuevo León se discrimina a la gente por al menos,,Cree que en Nuevo León se discrimina a la gente por al menos
c224,por que no consulto no leer respuestas,categorica,p77,p83,,2,1.0,,relabel?,REVISAR,revisar,,¿Por qué no consultó? (no leer respuestas),P 83 ¿Por qué no consultó? (no leer respuestas),
c307,el congreso local es la autoridad responsable de,categorica,,p152_3,p155,2,1.0,,relabel?,REVISAR,revisar,,,"El Congreso Local es la autoridad responsable de modificar, ","El Congreso Local es la autoridad responsable de modificar, "
c332,cortes de agua,categorica,,p56_2,p67,2,1.0,,relabel?,REVISAR,revisar,,,P 56 2 Cortes de agua,Cortes de agua
c333,mala calidad de agua turbia sucia o mal olor,categorica,,p57_3,p68,2,1.0,,relabel?,REVISAR,revisar,,,"P 57 3 Mala calidad de agua (turbia, sucia, o mal olor)","Mala calidad de agua (turbia, sucia, o mal olor)"
c140,cuando camina en este municipio considera que lo,categorica,p38_1,p43_1,,2,0.93,,relabel?,REVISAR,revisar,,Cuando camina en este municipio considera que ¿Los cruces pe,Cuando camina en este municipio considera que: P 43 1 ¿Los c,
c006,durante el ultimo ciclo escolar de se le nego el,categorica,cp11,cp11,,2,0.85,,match,REVISAR,revisar,,"Durante el último ciclo escolar de NOMBRE DEL ESTUDIANTE, ¿s",CP 11 Durante el último ciclo escolar de NOMBRE DEL ESTUDIAN,
c351,al dia cuantas horas dedica al cuidado no remune,numerica,,p9_1,p8_1,2,0.85,,na,REVISAR,revisar,,,"Al día, ¿cuántas horas dedica al cuidado no remunerado de ot","Pensando en un día típico, ¿cuántas horas en promedio dedica"
c007,durante los ultimos 12 meses ha sido victima de ,categorica,cp12,cp12,,2,0.84,,match,REVISAR,revisar,,Durante los últimos 12 meses NOMBRE DEL ESTUDIANTE ha sido v,Durante los últimos 12 meses ha sabido de algún caso de BULL,
c287,las mujeres victimas de violencia son responsabl,categorica,,p115_4,p126_4,2,0.84,,match,REVISAR,revisar,,,P 115 4 Las mujeres víctimas de violencia son responsables d,Las mujeres víctimas de violencia son responsables de que la
c113,el tiempo de espera por unidades es siempre el m,categorica,p27_1,,p32_1,2,0.82,,match,REVISAR,revisar,,¿El tiempo de espera por unidades es siempre el mismo,,¿El tiempo de espera es siempre el mismo?
c099,si contesto 3 taxi 4 uber 5 motocicleta 8 automo,categorica,p17,p19,,2,0.8,,relabel?,REVISAR,revisar,,"Si contestó 3: Taxi, 4: Uber, 5: Motocicleta, 8: Automóvil, ",Si contestó 3: Taxi 4: Uber 5: Motocicleta 8: Automóvil ¿Por,
c271,ha sido victima de al menos una de las situacion,categorica,victima_tp,,victima_tp,2,0.78,,match,REVISAR,revisar,,Ha sido víctima de al menos una de las situaciones mencionad,,En los últimos 12 meses al utilizar el transporte público ha
c002,ha realizado al menos una de las acciones de par,categorica,al_menos_una_accion_pc,,al_menos_una_accion_pc,2,0.77,,match,REVISAR,revisar,,Ha realizado al menos una de las acciones de participación c,,Ha realizado al menos una de las acciones de participación c
c268,total min trabajo rem,numerica,total_min_trabajo_rem,total_min_trabajo_rem_y_norem,,2,0.75,,na,REVISAR,revisar,,Total min trabajo rem,Total min trabajo rem y norem,
c012,tomando en cuenta las preguntas previas en una e,categorica/numerica,cp16_1,,cp19,2,0.74,,na,REVISAR,revisar,,Tomando en cuenta las preguntas previas: en una escala del 1,,"En una escala del 1 al 10, donde 1 es ""nada satisfecho"" y 10"
c146,cuando camina en su municipio considera que las ,categorica,p38_7,p43_7,,2,0.73,,relabel?,REVISAR,revisar,,Cuando camina en su municipio considera que ¿Las banquetas c,P 43 7 ¿Las banquetas cuentan con alumbrado adecuado y funci,
c348,como calificaria las instalaciones del hospital ,categorica,,p93,p104,2,0.73,,match,REVISAR,revisar,,,P 93 ¿Cómo calificaría las instalaciones del hospital o clín,De acuerdo con la siguiente escala ¿Cómo calificaría las ins
c240,trato y atencion por parte del personal medico,categorica,p88_1,,p105_1,2,0.71,,match,REVISAR,revisar,,Trato y atención por parte del personal médico.,,Trato y atención por parte del personal médico (doctores(as)
c266,tiempo total en minutos que tardo en el medio qu,numerica,tiempo_regreso,,tiempo_total_traslado,2,0.71,,na,REVISAR,revisar,,Tiempo total en minutos que tardó en el medio que lo transpo,,¿Cuánto tiempo tardó en trasladarse en el medio que lo trans
c178,que se reduzca el espacio para el automovil y se,categorica,p54_6,p63_6,,2,0.69,,match,REVISAR,revisar,,Que se reduzca el espacio para el automóvil y se destine un ,P 63 6 Que se reduzca el espacio para el automóvil y se dest,
c225,si fue una enfermedad aguda se resolvio su probl,categorica,p78,p84,,2,0.69,,match,REVISAR,revisar,,"Si fue una enfermedad aguda, ¿se resolvió su problema? (Si l",P 84 SOLO PARA QUIENES ACUDIERON A UNA CONSULTA MÉDICA Si fu,
c338,a la mitad de la administracion de samuel garcia,categorica,,p64,p77,2,0.64,,match,REVISAR,revisar,,,"A la mitad de la administración de Samuel García, ¿considera",¿Considera que el gobierno de Samuel García ha realizado las
c025,confia en la policia de su colonia,categorica,p100_3,p108_3,p120_3,3,1.0,,code_diff,REVISAR,solo_concepto,,¿Confía en la policía de su colonia?,P 108 3 ¿Confía en la policía de su colonia?,¿Confía en la policía de su colonia?
c028,la policia es justa al tomar decisiones,categorica,p100_6,p108_6,p120_6,3,1.0,,code_diff,REVISAR,solo_concepto,,¿La policía es justa al tomar decisiones?,P 108 6 ¿La policía es justa al tomar decisiones?,¿La policía es justa al tomar decisiones?
c049,cual es el medio por el que mas se entera de los,categorica,p112,p117,p128,3,1.0,,code_partial,REVISAR,solo_concepto,,¿Cuál es el medio por el que más se entera de los temas de i,P 117 ¿Cuál es el medio por el que más se entera de los tema,¿Cuál es el medio por el que más se entera de los temas de i
c086,participar en una asociacion de padres de famili,categorica,p139_5,p157_5,p161_5,3,1.0,,code_diff,REVISAR,solo_concepto,,Participar en una asociación de padres de familia.,P 157 5 Participar en una asociación de padres de familia.,Participar en una asociación de padres de familia.
c038,si requirio de la policia esta acudio al llamado,categorica,p104_3,p112_3,p124_3,3,0.94,,code_partial,REVISAR,solo_concepto,,"Si requirió de la policía, ¿ésta acudió al llamado?","3 Si requirió de la policía, ¿ésta acudió al llamado?","Si requirió de la policía, ¿ésta acudió al llamado?"
c189,con respecto al rio santa catarina cual de las s,categorica,p61,p71,p84,3,0.93,,code_partial,REVISAR,solo_concepto,,"Con respecto al Río Santa Catarina, ¿cuál de las siguientes ","Con respecto al Río Santa Catarina, ¿cuál de las siguientes ","Con respecto al Río Santa Catarina, ¿cuál de las siguientes "
c222,durante los ultimos 12 meses tuvo algun problema,categorica,p75,p81,p92,3,0.92,,code_partial,REVISAR,solo_concepto,,"Durante los últimos 12 meses, ¿Tuvo algún problema de salud?","Durante los últimos 12 meses, ¿Tuvo algún problema de salud?","Durante los últimos 12 meses, ¿Tuvo algún problema de salud "
c024,la policia de su colonia lo hace sentir mas segu,categorica,p100_2,p108_2,p120_2,3,0.86,,code_diff,REVISAR,solo_concepto,,¿La policía de su colonia lo hace sentir más seguro?,P 108 2 ¿La policía de su colonia lo hace sentir más seguro?,¿La policía de su colonia le hace sentir más seguro(a)?
c091,para su principal motivo de traslado que nos men,categorica/numerica,p14,p17,p15;p16,3,0.84,SÍ,code_diff,REVISAR,solo_concepto,,Para su principal motivo de traslado que nos mencionó ¿cuál ,"P 17 Para su principal motivo de traslado que nos mencionó, ",Para su principal motivo de traslado que nos mencionó ¿cuál 
c150,de acuerdo con su percepcion mencione cual es el,categorica,p40,p45,p51,3,0.79,,code_partial,REVISAR,solo_concepto,,"De acuerdo con su percepción, mencione cuál es el principal ","De acuerdo con su percepción, mencione cuál es el principal ","De acuerdo con su percepción, mencione cuál es el principal "
c048,de acuerdo con su percepcion mencione cual es el,categorica,p111,p116,p127,3,0.77,,code_partial,REVISAR,solo_concepto,,"De acuerdo con su percepción, ¿Mencione cuál es el principal","De acuerdo con su percepción, ¿Mencione cuál es el principal","De acuerdo con su percepción, ¿Mencione cuál es el principal"
c252,de acuerdo con su percepcion cual es el principa,categorica,p92,p99,p110,3,0.77,,code_partial,REVISAR,solo_concepto,,"De acuerdo con su percepción, ¿Cuál es el principal problema","De acuerdo con su percepción, ¿Cuál es el principal problema","De acuerdo con su percepción, ¿Cuál es el principal problema"
c162,en su opinion cual es el principal problema de d,categorica,p48,p54,p65,3,0.75,,code_diff,REVISAR,solo_concepto,,"En su opinión, ¿cuál es el principal problema de DESARROLLO ","P 54 En su opinión, ¿cuál es el principal problema de DESARR","En su opinión, ¿cuál es el principal problema de DESARROLLO "
c190,de acuerdo con su percepcion mencione el princip,categorica,p62,p72,p85,3,0.75,,code_partial,REVISAR,solo_concepto,,"De acuerdo con su percepción, mencione el principal PROBLEMA","De acuerdo con su percepción, mencione el principal PROBLEMA","De acuerdo con su percepción, mencione el principal PROBLEMA"
c248,cual es el principal problema en el area salud q,categorica,p90,p98,p109,3,0.71,,code_partial,REVISAR,solo_concepto,,¿Cuál es el principal problema en el área SALUD que se vive ,P 98 ¿Cuál es el principal problema en el área SALUD que se ,¿Cuál es el principal problema en el área SALUD que se vive 
c154,si se mudo de casa en que municipio y estado viv,categorica,p44,p49,p56,3,0.69,,code_diff,REVISAR,solo_concepto,,(Si se mudo de casa) ¿En qué municipio y estado vivía antes?,P 49 ¿En qué municipio y estado vivía antes?,¿En qué municipio y estado vivía antes?
c037,la policia solicito una mordida o moche,categorica,p104_2,p112_2,p124_2,3,0.68,,code_diff,REVISAR,solo_concepto,,La policía solicitó una mordida o moche.,P 112 2 La policía solicitó una mordida o moche.,"La policía solicitó, puso las condiciones o insinuó una mord"
