q_id,q_text,q_section,q_type,q_notes
p149,"P 149 En términos generales, ¿aprueba o desaprueba el trabajo que hizo Andres Manuel López Obrador?",gobierno,categorica,
p150,"P 150 Considera que con la administración de Claudia Sheinbaum en los próximos 6 años, México:",gobierno,categorica,
p151_2,P 151 2 ¿Sabe quién es la o el diputado local del distrito en el que usted vive?,gobierno,categorica,
p152_3,"El Congreso Local es la autoridad responsable de modificar, decretar y agregar leyes en Nuevo León. Al elaborar las leyes, ¿qué es lo que los diputados toman más en cuenta?",gobierno,categorica,
p153_4,P 153 4 En términos generales ¿considera que las y los diputados del Congreso de Nuevo León son honestos?,gobierno,categorica,
p154_5,P 154 5 En términos generales ¿aprueba o desaprueba el trabajo que hizo el Congreso Local de Nuevo León?,gobierno,categorica,
p155,P 155 ¿Cuánto considera que los ciudadanos pueden influir en las decisiones del gobierno del estado de Nuevo León?,gobierno,categorica,
p156,P 156 ¿Cuánto considera que los ciudadanos pueden influir en las decisiones del gobierno de este municipio?,gobierno,categorica,
p157,P 157 ¿Ha realizado alguna(s) de siguientes acciones en los últimos 12 meses para mejorar las condiciones de su estado?,gobierno,numerica,
p157_1,"P 157 1 Asistir a marchas, caminatas o manifestaciones.",participacion_ciudadana,categorica,
p157_2,"P 157 2 Participar en diálogos con autoridades (Consejos o comités ciudadanos, mesas de trabajo, audiencias públicas, etc.)",participacion_ciudadana,categorica,
p157_3,P 157 3 Hacer voluntariado en una asociación civil o colectivo.,participacion_ciudadana,categorica,
p157_4,P 157 4 Participar en juntas/comités de vecinos.,participacion_ciudadana,categorica,
p157_5,P 157 5 Participar en una asociación de padres de familia.,participacion_ciudadana,categorica,
p157_6,P 157 6 Contactarse con los medios de comunicación.,participacion_ciudadana,categorica,
p157_7,P 157 7 Firmar peticiones en línea.,participacion_ciudadana,categorica,
p157_8,P 157 8 Votar o proponer en qué se debería gastar el presupuesto participativo en su municipio,participacion_ciudadana,categorica,
p157_9,"P 157 9 Solicitar apoyo o presentar quejas a funcionarios o autoridades. (Reportar baches, luminarias, parques en mal estado u otros aspectos que permitan la mejora de la ciudad)",participacion_ciudadana,categorica,
p157__10,P 157 10 Otra. Especificar,participacion_ciudadana,categorica,
p158_1,"P 158 1 Cómo Vamos, Nuevo León.",como_vamos_nuevo_leon,categorica,
p158_2,"P 158 2 Alcalde, Cómo Vamos?",como_vamos_nuevo_leon,categorica,
p159,"¿Sabe qué tipo de iniciativa es ""Cómo Vamos""?",como_vamos_nuevo_leon,categorica,
p160,1 ¿El municipio en su credencial de elector (INE) es el mismo que dónde vive actualmente?,gobierno,categorica,
p161,En su opinión: ¿cuál es el principal problema que enfrenta la ciudadanía PARA CONFIAR EN SU GOBIERNO?,gobierno,categorica,
p162,Para concluir: ¿En qué ámbito está el PRINCIPAL PROBLEMA que enfrenta actualmente el ESTADO?,principal_problema_de_nuevo_leon,categorica,
p163,¿Qué le hace sentirse más orgulloso(a) de Nuevo León?,orgullo_de_nuevo_leon,categorica,
p164,FINALMENTE: ¿Cuál es el ingreso mensual total del hogar?,economia_y_trabajo,categorica,
tiempo_trabajo,Tiempo trabajo,economia_y_trabajo,numerica,Variable derivada (precalculada en el EAV 2024).
quehaceres_hogar,Quehaceres hogar,economia_y_trabajo,numerica,Variable derivada (precalculada en el EAV 2024).
cuidados_personas,Cuidados personas,economia_y_trabajo,numerica,Variable derivada (precalculada en el EAV 2024).
total_min_trabajo_rem_y_norem,Total min trabajo rem y norem,economia_y_trabajo,numerica,Variable derivada (precalculada en el EAV 2024).
ocio,Ocio,economia_y_trabajo,numerica,Variable derivada (precalculada en el EAV 2024).
tiempo_espera,Tiempo espera,movilidad,numerica,Variable derivada (precalculada en el EAV 2024).
costo_total_viaje_redondo,Costo total viaje redondo,movilidad,numerica,Variable derivada (precalculada en el EAV 2024).
tiempo_ida,Tiempo ida,movilidad,numerica,Variable derivada (precalculada en el EAV 2024).
tiempo_regreso,Tiempo regreso,movilidad,numerica,Variable derivada (precalculada en el EAV 2024).
tiempo_total_traslado,Tiempo total traslado,movilidad,numerica,Variable derivada (precalculada en el EAV 2024).
num_discriminaciones,Num discriminaciones,discriminacion,numerica,Variable derivada (precalculada en el EAV 2024).
tiempo_espera_consulta,Tiempo espera consulta,desarrollo_social_y_economico,numerica,Variable derivada (precalculada en el EAV 2024).
num_acciones_participacion_ciudadana,Num acciones participacion ciudadana,participacion_ciudadana,numerica,Variable derivada (precalculada en el EAV 2024).
prestaciones,Prestaciones,economia_y_trabajo,categorica,Variable derivada (precalculada en el EAV 2024).
trabajo_formal,Trabajo formal,economia_y_trabajo,categorica,Variable derivada (precalculada en el EAV 2024).
usa_transporte_publico,Usa transporte publico,movilidad,categorica,Variable derivada (precalculada en el EAV 2024).
usa_metro,Usa metro,movilidad,categorica,Variable derivada (precalculada en el EAV 2024).
victima_tp,Victima tp,movilidad,categorica,Variable derivada (precalculada en el EAV 2024).
al_menos_una_discriminacion,Al menos una discriminacion,discriminacion,categorica,Variable derivada (precalculada en el EAV 2024).
al_menos_un_problema_mental,Al menos un problema mental,desarrollo_social_y_economico,categorica,Variable derivada (precalculada en el EAV 2024).
al_menos_una_accion_pc,Al menos una accion pc,participacion_ciudadana,categorica,Variable derivada (precalculada en el EAV 2024).
