q_id,q_text,q_section,q_type,q_notes
p117,"P117. En términos generales, ¿aprueba o desaprueba el trabajo que hizo Jaime Rodríguez Calderón?",gobierno,categorica,
p118,"P118. Para usted, el gobierno de Jaime Rodríguez Calderón fue:",gobierno,categorica,
p119,P119. ¿En qué tema identifica el mayor avance durante el gobierno de Jaime Rodríguez Calderón?,gobierno,categorica,
p120,P120. ¿En qué tema identifica el mayor retroceso durante el gobierno de JRC?,gobierno,categorica,
p121,P121. Considera que con la administración de Samuel García en los próximos 6 años Nuevo León:,gobierno,categorica,
p122,P122. ¿Cuál debe ser el principal tema de atención de Samuel García en el primer año?,gobierno,categorica,
p123,P123. ¿Cuánto considera que los ciudadanos pueden influir en las decisiones del gobierno?,gobierno,categorica,
p124,P124. ¿Ha realizado alguna(s) de siguientes acciones en los últimos 12 meses para mejorar las condiciones de su estado?,gobierno,numerica,
p124_1,"P124.1. Asistir a marchas, caminatas o manifestaciones.",gobierno,categorica,
p124_2,P124.2. Participar en Consejos Ciudadanos.,gobierno,categorica,
p124_3,P124.3. Hacer voluntariado en una asociación civil o colectivo.,gobierno,categorica,
p124_4,P124.4. Participar en una junta de vecinos.,gobierno,categorica,
p124_5,P124.5. Participar en una asociación de padres de familia.,gobierno,categorica,
p124_6,P124.6. Contactarse con los medios de comunicación.,gobierno,categorica,
p124_7,P124.7. Firmar peticiones en línea.,gobierno,categorica,
p124_8,P124.8. Contactar funcionarios vía redes sociales o correo electrónico.,gobierno,categorica,
p124_9,P124.9. Solicitar apoyo o presentar quejas a funcionarios o autoridades.,gobierno,categorica,
p124_10,P124.10. Otra P124.10.1. Especificar,gobierno,categorica,
p125,P125. Ha escuchado hablar de la iniciativa:,gobierno,numerica,
p125_1,"P125.1. Cómo Vamos, Nuevo León.",gobierno,categorica,
p125_2,"P125.2. Alcalde, Cómo Vamos?",gobierno,categorica,
p126,P126.¿Sabe qué tipo de iniciativa es “Cómo Vamos?,gobierno,categorica,
p127,P127. Para concluir: ¿En qué ámbito está el PRINCIPAL PROBLEMA que enfrenta actualmente el ESTADO?,gobierno,categorica,
p128,"P128. FINALMENTE: ¿Cuál es el ingreso mensual total del hogar? $4,251.0 salario mínimo mensual para zona general (cifras redondeadas)",gobierno,categorica,
ctogassem_auto,Ctogassem auto,movilidad,numerica,Variable derivada (precalculada en el EAV).
ctoviajeida_camion,Ctoviajeida camion,movilidad,numerica,Variable derivada (precalculada en el EAV).
ctoviajevuelta_camion,Ctoviajevuelta camion,movilidad,numerica,Variable derivada (precalculada en el EAV).
costotot_camion,Costotot camion,movilidad,numerica,Variable derivada (precalculada en el EAV).
costosem_camion,Costosem camion,movilidad,numerica,Variable derivada (precalculada en el EAV).
